query_id,user_query,category,expected_document,expected_document_id,expected_citation,expected_section,expected_page_number,expected_answer,supporting_chunk_ids,difficulty
Q-LEG-004,"According to UNKNOWN, what are the specific rules mentioned on page 1? [Context: COM-02_CHUNK-0273]",Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0273 from UNKNOWN.,COM-02_CHUNK-0273,Medium
Q-LEG-005,What does Legal Commentary Citation state regarding its core provisions? [Context: COM-14_CHUNK-0009],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-14_CHUNK-0009 from UNKNOWN.,COM-14_CHUNK-0009,Medium
Q-LEG-006,What is the definition of the term described in General Section? [Context: COM-02_CHUNK-0175],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0175 from UNKNOWN.,COM-02_CHUNK-0175,Easy
Q-LEG-007,Can you summarize the legal concept discussed in Legal Commentary Citation? [Context: COM-02_CHUNK-0132_SUB-9],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0132_SUB-9 from UNKNOWN.,COM-02_CHUNK-0132_SUB-9,Hard
Q-LEG-008,Explain the requirements found in General Section of UNKNOWN. [Context: COM-07_CHUNK-0004],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-07_CHUNK-0004 from UNKNOWN.,COM-07_CHUNK-0004,Easy
Q-LEG-009,"According to UNKNOWN, what are the specific rules mentioned on page 1? [Context: COM-02_CHUNK-0088]",Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0088 from UNKNOWN.,COM-02_CHUNK-0088,Easy
Q-LEG-010,What is the definition of the term described in General Section? [Context: COM-02_CHUNK-0050_SUB-3],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0050_SUB-3 from UNKNOWN.,COM-02_CHUNK-0050_SUB-3,Hard
Q-LEG-011,What does Legal Commentary Citation state regarding its core provisions? [Context: COM-02_CHUNK-0315],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0315 from UNKNOWN.,COM-02_CHUNK-0315,Medium
Q-LEG-012,Can you summarize the legal concept discussed in Legal Commentary Citation? [Context: COM-05_CHUNK-0001],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-05_CHUNK-0001 from UNKNOWN.,COM-05_CHUNK-0001,Easy
Q-LEG-013,What is the definition of the term described in General Section? [Context: COM-05_CHUNK-0007_SUB-10],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-05_CHUNK-0007_SUB-10 from UNKNOWN.,COM-05_CHUNK-0007_SUB-10,Medium
Q-LEG-014,What is the definition of the term described in General Section? [Context: COM-04_CHUNK-0006],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-04_CHUNK-0006 from UNKNOWN.,COM-04_CHUNK-0006,Easy
Q-LEG-015,Can you summarize the legal concept discussed in Legal Commentary Citation? [Context: COM-02_CHUNK-0084],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0084 from UNKNOWN.,COM-02_CHUNK-0084,Easy
Q-LEG-016,Explain the requirements found in General Section of UNKNOWN. [Context: COM-02_CHUNK-0105],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0105 from UNKNOWN.,COM-02_CHUNK-0105,Easy
Q-LEG-017,What does Legal Commentary Citation state regarding its core provisions? [Context: COM-02_CHUNK-0138_SUB-15],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0138_SUB-15 from UNKNOWN.,COM-02_CHUNK-0138_SUB-15,Medium
Q-LEG-018,"According to UNKNOWN, what are the specific rules mentioned on page 1? [Context: COM-02_CHUNK-0308]",Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0308 from UNKNOWN.,COM-02_CHUNK-0308,Hard
Q-LEG-019,What does Legal Commentary Citation state regarding its core provisions? [Context: COM-01_CHUNK-0012_SUB-7],Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-01_CHUNK-0012_SUB-7 from UNKNOWN.,COM-01_CHUNK-0012_SUB-7,Medium
Q-LEG-020,"According to UNKNOWN, what are the specific rules mentioned on page 1? [Context: COM-02_CHUNK-0176]",Legal Commentary,UNKNOWN,UNKNOWN,Legal Commentary Citation,General Section,1,The expected answer is directly supported by the text in chunk COM-02_CHUNK-0176 from UNKNOWN.,COM-02_CHUNK-0176,Medium
